username,phone,name,address,career,info_company,info_biz,key
mail@mail.com,031.776.3579,(주)이노튜브,"경기도 성남시 중원구 사기막골로 124, 메가동 12층 1212호 (상대원동)", 2014.08.07,통신기기/소프트웨어/전자부품 제조,,
mail@mail.com,054.954.8800,(주)한국다이케스팅,대구광역시 달성군 구지면 국가산단서로40길 40, 2017.11.28,자동차 엔진부품 전문 제조,,
mail@mail.com,031.418.3282,(주)제이앤에프이,"경기도 안산시 상록구 남산평길 118, (주)제이앤에프이 (팔곡일동)", 2015.09.18,반도체검사자아비 부품,,
mail@mail.com,043.877.3119,(주)한울방재,충청북도 음성군 대소면 산내로107번길 81-17, 2016.07.14,"분말소화기, 가스계소화기, 자동확산 소화기, 강화액 소화기, 차량용소화기",,
mail@mail.com,031.406.6804,세원시스템,경기도 안산시 상록구 건건로 166 (건건동), 2009.05.18,"공기조화기기,항온항습조 등",,
mail@mail.com,043.214.7767,(주)성신산전,충청북도 청주시 청원구 오창읍 오창가좌4길 6-1 (총 2 필지), 2007.03.15,고압차단기 변전외함,,
mail@mail.com,031.698.4991,(주)아이오바이오,"경기도 성남시 중원구 둔촌대로 555, 3층 306 (상대원동, 선일테크노피아)", 2017.02.09,"치과용 의료기기 (큐레이, 큐박스, 큐레이엠)",,
mail@mail.com,054.472.0631,(주)포시스,경북 칠곡군 약목면 복성15길 48-13, 2012.10.25,반도체 및 LCD 제조장비,,
mail@mail.com,031.484.0475,가산열기,"경기도 안산시 단원구 산단로 296, 3층 322 (원시동, 대우테크노피아아파트형공장)", 2015.03.30,"산업용 전기히타,전열기,가습기",,
mail@mail.com,051.971.5755,지에스중공업(주),부산광역시 강서구 신호산단3로 93 (신호동), 2008.01.11,중앙난방식보일러 등 중앙난방보일러 및 방열기 제조,,
mail@mail.com,031.8015.5470,(주)메가이엔지,충청남도 아산시 음봉면 산동로 246-56 (총 2 필지), 2013.09.26,전기공사/정보통신업/전기자재/장비/소방시설공사,,
mail@mail.com,02.852.0211,명화공업(주),서울특별시 금천구 두산로11길 32 (독산동), 1979.06.05,"자동차 엔진, 변속기, 샤시, 전장부품 제조",,
mail@mail.com,051.831.8131,(주)미경전자,부산광역시 강서구 녹산산단261로73번길 37 (송정동), 2007.05.08,"알루미늄,전자부품(전기스위치,콘센트),배전반 제조",,
mail@mail.com,031.353.7171,(주)우와돈,경기도 화성시 양감면 안요골길 52 (축협중앙회화성사업소) (총 3 필지), 2002.09.07,차별화된 품질의 한우와 돈육 판매,,
mail@mail.com,031.499.5741,(주)반디프린팅,경기도 화성시 마도면 청원산단1길 39, 2017.11.24,"일반/식품 카톤, 종이컵 성형용기, 빙과튜브/콘바디 제조",,
mail@mail.com,02.2659.8992,일조텔레콤(주),서울특별시 강서구 화곡로68길 82 (등촌동), 2012.03.26,"디지털방송장비, CATV기기",,
mail@mail.com,054.742.7555,(주)동국그린텍,"경상북도 경주시 천북면 천북산단로 109, (주)동국그린텍", 2007.05.17,"집진기, 공조설비, 화학공장설비, 특수필터, 공조용특수필터, 백필터 등",,
mail@mail.com,031.8094.4550,(주)위노바,"경기도 평택시 청북읍 청북산단로 178,  (율북리 1026)", 2005.10.19,"바이오, 화장품 연구, 제조 전문기업",,
mail@mail.com,041.641.1271,주식회사 광천맛김,충청남도 홍성군 광천읍 충서로400번길 10, 2004.05.18,"광천김, 젓갈류, 파래, 재래도시락 등",,
mail@mail.com,032.682.4171,한국케이엔티(주),경기도 부천시  삼작로171번길 9 (내동), 2004.07.26,"취사기구, 세척기류, 가스기구, 후드, 냉동/냉장기구, 운반기구, 소독기",,
mail@mail.com,062.953.1500,(주)월드플러스전자,광주광역시 북구 첨단벤처로40번길 29 (대촌동), 2013.06.21,"전자제품 등 다이오드, 트랜지스터 및 유사 반도체소자 제조",,
mail@mail.com,061.432.6262,(주)남도농산,전라남도 강진군 작천면 홍교로 173-12 (총 2 필지), 2008.02.14,"레몬밤, 히비스커스, 노니, 보이차, 여주차 및 유기농자재",,
mail@mail.com,031.308.9777,씨엔티교역,"경기도 수원시 영통구 창룡대로 260, 광교센트럴비즈타워 303호 (이의동)", 2019.02.12,용매정제장치등 실험기기,,
mail@mail.com,02.2029.6881,(주)한도씨앤에스,"서울특별시 금천구 가산디지털1로 33-33, B1층 105호 (가산동, 대륭테크노타운2)", 2014.07.08,"스티커 프린터, 바코드 스캐너, 산업용PDA ",,
mail@mail.com,062.954.0629,(주)신성테크,광주광역시 광산구 진곡산단중앙로 42 (오선동), 2014.01.14,"자동차 부품 , 헬스케어, 자동화설비, 로봇 솔루션 등",,
mail@mail.com,055.362.9747,서진라이트,경상남도 양산시 상북면 수서로 361, 2015.03.24,채광판 및 건축부자재 생산,,
mail@mail.com,063.471.6644,딕스비전 주식회사,"전라북도 전주시 덕진구 반룡로 109, 전북테크노파크 테크노빌 B동 315호 (팔복동2가)", 2012.10.09,"소프트웨어하드웨어자문.개발및공급 등 컴퓨터시스템 통합 자문, 구축",,
mail@mail.com,062.961.2822,(주)덴바이오,"광주광역시 북구 첨단과기로 333, 벤처지원센터동 2층 207 (대촌동)", 2015.07.28,"불소바니쉬, 레진, 불소겔, 황사마스크, 구강용품 등",,
mail@mail.com,033.744.1374,(주)휠트론,강원도 원주시 문막읍 동화공단로 85-5, 2008.10.31,"오일필터, HOUSING",,
mail@mail.com,02.2108.5481,신성소전자,"서울특별시 금천구 서부샛길 648 (가산동, 대륭테크노타운6)", 2003.10.01,"전자부품(Quarts Crystal, VCXO, TCXO, OCXO)",,
mail@mail.com,061.352.2166,(주)메디뉴트롤,전라남도 영광군 영광읍 송림리 1150-2번지, 2015.10.06,기능성 유기태화 미네럴,,
mail@mail.com,031.707.1892,(주)디지트론,"경기도 성남시 분당구 판교로 697, A동 7층 707-1, 707-2 (야탑동, 분당테크노파크A동)", 2009.04.07,"LED 조명장치, 산업용 제어보드,전구램프",,
mail@mail.com,070.4918.8295,주식회사 티엠아이,"경기도 군포시 고산로148번길 17, 군포IT밸리 B동 12층 1208호 (당정동)", 2017.06.01,"생산자동화 실습기자재, 자동화기기",,
mail@mail.com,02.2163.8890,다우기전,"서울특별시 금천구 가마산로 96, 11층 12 (가산동, 대륭테크노타운8), 9층3", 2004.06.04,공장자동화 자동제어반 ,,
mail@mail.com,054.461.0818,(주)디에이치시스템,경상북도 구미시 1공단로7길 46-28 (공단동), 2018.05.29,"스피드도어, 오버헤드도어, 도크레벨러, 방화셔터, 수평셔터, 방열도어 등",,
mail@mail.com,02.359.5613,(주)디앤지예와가,경기도 고양시 일산동구 지영동  129-6 , 2017.12.11,"교육/교시/전시용 실물모형, 안내간판 등",,
mail@mail.com,043.544.4434,(주)켐스틸글로벌,"충청북도 보은군 장안면 매화구인로 334,  (구인리 182-22)", 2012.11.29,"무기화학제품의 수출/입 및 비료, 환경약품의 제조 및 내수판매",,
mail@mail.com,031.949.1590,(주)세미로드,경기도 파주시 탄현면 새오리로286번길 48-65, 2013.07.31,"농도계, F/S",,
mail@mail.com,02.338.2882,(주)원앤티에스,경기도 김포시 하성면 원통로 70, 2010.06.29,"친환경적인 놀이시설물, 학교시설물, 체육시설물 생산",,
mail@mail.com,02.352.4063,(주)스타엘브이에스,"서울특별시 은평구 백련산로 133, 1층 (응암동)", 2015.03.26,전시 및 광고용 조명장치 등,,
mail@mail.com,031.911.8315,(주)해피베드,경기도 고양시 일산서구 송산로 567-41 (덕이동), 2008.06.09,"장애인용 침대, 장애인용 특수 자전거",,
mail@mail.com,031.908.8543,엠넥스텍(주),"경기도 고양시 일산동구 호수로 358-39,  507호 (백석동) (총 2 필지)", 2005.11.03,"스마트 호텔 시스템, 스마트 빌딩 시스템, 스마트 홈 시스템",,
mail@mail.com,070.8620.8114,(주)야스,경기도 파주시 탄현면 축현리 153-15번지, 2018.12.06,디스플레이 제조용 기,,
mail@mail.com,02.352.8414,주식회사 성한트랜스텍,"서울특별시 은평구 연서로9길 34,  3층 (구산동)", 2005.01.03,"영상변류기, 정밀급변류기, 일반급변류기, DC계CT, 분할형CT",,
mail@mail.com,031.942.7031,(주)일흥건영,경기도 파주시 탄현면 축현산단로 88-25, 2018.06.15," UV 평판출력, CNC 평판가공, 타공판 가공, CNC 응용제품",,
mail@mail.com,02.325.7882,대한이피에스(주),"서울특별시 금천구 가산디지털2로 53, 16층 1601호 (가산동, 한라시그마밸리)", 2010.01.12,LCD모니터지지대 전문 제조 (스페이스뷰),,
